factor_level,formal_replication_index,formal_structural_seed,step_index,wall_latency_ms
2,9,1767972531,31,0.445871
50,9,1767972531,25,0.226983
20,9,1767972531,19,0.514941
5,9,1767972531,7,0.274429
50,9,1767972531,26,0.730723
1,9,1767972531,8,0.904093
10,9,1767972531,2,0.490694
5,9,1767972531,30,0.288621
10,9,1767972531,16,0.304688
1,9,1767972531,6,0.124904
50,9,1767972531,32,0.53958
10,9,1767972531,22,0.211996
20,9,1767972531,16,0.314225
2,9,1767972531,28,0.450283
10,9,1767972531,29,0.515532
50,9,1767972531,20,0.598039
50,9,1767972531,24,1.009535
1,9,1767972531,15,0.436759
20,9,1767972531,14,0.212538
2,9,1767972531,23,0.451025
1,9,1767972531,1,0.544841
10,9,1767972531,31,0.469191
5,9,1767972531,19,0.439431
1,9,1767972531,10,0.471268
10,9,1767972531,23,1.126343
10,9,1767972531,13,0.481027
1,9,1767972531,7,0.267693
1,9,1767972531,18,0.443399
5,9,1767972531,20,0.436804
10,9,1767972531,5,0.456878
50,9,1767972531,23,0.925988
10,9,1767972531,30,0.280335
10,9,1767972531,8,0.441725
20,9,1767972531,12,0.444949
20,9,1767972531,1,0.578112
5,9,1767972531,32,0.465739
10,9,1767972531,9,0.452055
5,9,1767972531,18,0.477233
5,9,1767972531,9,0.445659
2,9,1767972531,18,0.447516
1,9,1767972531,22,0.209789
5,9,1767972531,16,0.310081
2,9,1767972531,21,0.456615
10,9,1767972531,32,0.461419
20,9,1767972531,7,0.267159
50,9,1767972531,5,0.463011
1,9,1767972531,23,0.460369
2,9,1767972531,25,0.280827
50,9,1767972531,18,0.449952
1,9,1767972531,16,0.619058
50,9,1767972531,21,0.470636
20,9,1767972531,17,0.453317
5,9,1767972531,28,0.482325
50,9,1767972531,11,0.444513
20,9,1767972531,31,0.438467
5,9,1767972531,13,0.465451
5,9,1767972531,15,0.444128
1,9,1767972531,4,0.452211
2,9,1767972531,11,0.823833
50,9,1767972531,6,0.12347
20,9,1767972531,9,0.458302
2,9,1767972531,12,0.43955
5,9,1767972531,14,0.206738
2,9,1767972531,3,0.453671
50,9,1767972531,12,0.549641
5,9,1767972531,8,0.44422
5,9,1767972531,1,0.588523
50,9,1767972531,22,0.222478
1,9,1767972531,20,0.543351
20,9,1767972531,11,0.444806
2,9,1767972531,14,0.210024
1,9,1767972531,26,0.4459
50,9,1767972531,27,0.442251
50,9,1767972531,3,0.459078
10,9,1767972531,14,0.207666
50,9,1767972531,1,0.579627
10,9,1767972531,1,0.573248
5,9,1767972531,29,0.478266
2,9,1767972531,16,0.318478
2,9,1767972531,20,0.996143
5,9,1767972531,4,0.465065
2,9,1767972531,30,0.295058
50,9,1767972531,8,0.446656
1,9,1767972531,3,0.459056
1,9,1767972531,19,0.495396
20,9,1767972531,20,0.447142
1,9,1767972531,32,0.463308
1,9,1767972531,17,0.461962
2,9,1767972531,22,0.208957
20,9,1767972531,30,0.287002
20,9,1767972531,25,0.228201
1,9,1767972531,21,0.466815
10,9,1767972531,28,0.485787
10,9,1767972531,3,0.457412
20,9,1767972531,15,0.436956
50,9,1767972531,17,0.463105
2,9,1767972531,27,0.449327
1,9,1767972531,28,0.452088
10,9,1767972531,11,0.439321
1,9,1767972531,31,0.442992
2,9,1767972531,15,0.475355
5,9,1767972531,10,0.449818
20,9,1767972531,4,0.456812
50,9,1767972531,2,0.511358
5,9,1767972531,22,0.222533
2,9,1767972531,13,0.476156
10,9,1767972531,21,0.468057
1,9,1767972531,9,0.445249
1,9,1767972531,24,0.438552
20,9,1767972531,3,0.457568
50,9,1767972531,15,0.490985
5,9,1767972531,5,0.452163
20,9,1767972531,8,0.907389
5,9,1767972531,31,0.443807
1,9,1767972531,14,0.211114
2,9,1767972531,2,0.511834
50,9,1767972531,28,0.451407
10,9,1767972531,12,0.447679
50,9,1767972531,16,0.308211
10,9,1767972531,19,0.444151
20,9,1767972531,6,0.135369
5,9,1767972531,17,0.510192
50,9,1767972531,30,0.279049
2,9,1767972531,32,0.46587
10,9,1767972531,25,0.239158
50,9,1767972531,10,0.890155
1,9,1767972531,13,0.464127
2,9,1767972531,19,0.909742
20,9,1767972531,28,0.491006
5,9,1767972531,24,0.439939
5,9,1767972531,25,0.221754
10,9,1767972531,7,0.265969
50,9,1767972531,31,0.456439
1,9,1767972531,30,0.279804
50,9,1767972531,7,0.269814
10,9,1767972531,18,0.443996
5,9,1767972531,27,0.461134
2,9,1767972531,10,0.506956
5,9,1767972531,26,0.446062
2,9,1767972531,24,0.439753
10,9,1767972531,6,0.122984
20,9,1767972531,32,0.951214
5,9,1767972531,2,0.471519
20,9,1767972531,29,0.467496
20,9,1767972531,27,0.44721
20,9,1767972531,21,0.566544
10,9,1767972531,15,0.889392
2,9,1767972531,1,0.753677
20,9,1767972531,2,0.485928
20,9,1767972531,26,0.444813
2,9,1767972531,26,0.442
10,9,1767972531,10,0.442524
20,9,1767972531,5,0.458319
2,9,1767972531,4,0.460963
20,9,1767972531,10,0.442661
5,9,1767972531,12,0.437441
1,9,1767972531,11,0.443543
1,9,1767972531,25,0.226005
1,9,1767972531,5,0.444717
2,9,1767972531,7,0.264005
5,9,1767972531,21,0.469315
50,9,1767972531,13,0.481546
5,9,1767972531,3,0.458934
50,9,1767972531,29,0.984089
20,9,1767972531,13,0.474757
1,9,1767972531,2,0.506298
50,9,1767972531,14,0.215944
2,9,1767972531,17,0.444906
50,9,1767972531,19,0.481889
5,9,1767972531,11,0.44223
2,9,1767972531,29,0.467376
5,9,1767972531,6,0.259061
2,9,1767972531,6,0.165553
1,9,1767972531,12,0.435106
10,9,1767972531,4,0.456273
1,9,1767972531,29,0.458823
5,9,1767972531,23,0.450034
20,9,1767972531,24,0.464859
10,9,1767972531,27,0.440997
20,9,1767972531,18,0.442688
10,9,1767972531,24,0.440555
50,9,1767972531,9,0.501024
20,9,1767972531,22,0.412823
2,9,1767972531,8,0.438918
50,9,1767972531,4,0.457831
1,9,1767972531,27,0.447642
10,9,1767972531,20,0.441646
10,9,1767972531,26,0.446527
2,9,1767972531,5,0.456358
20,9,1767972531,23,1.02262
2,9,1767972531,9,0.505982
2,9,1767972531,31,0.444854
50,9,1767972531,25,0.227592
20,9,1767972531,19,0.453626
5,9,1767972531,7,0.276821
50,9,1767972531,26,0.442684
1,9,1767972531,8,0.435649
10,9,1767972531,2,0.467583
5,9,1767972531,30,0.27575
10,9,1767972531,16,0.309987
1,9,1767972531,6,0.124608
50,9,1767972531,32,0.463469
10,9,1767972531,22,0.212725
20,9,1767972531,16,0.312884
2,9,1767972531,28,0.446001
10,9,1767972531,29,0.913713
50,9,1767972531,20,0.447476
50,9,1767972531,24,0.450764
1,9,1767972531,15,0.470558
20,9,1767972531,14,0.206181
2,9,1767972531,23,0.465126
1,9,1767972531,1,0.553411
10,9,1767972531,31,0.449667
5,9,1767972531,19,0.448014
1,9,1767972531,10,0.450077
10,9,1767972531,23,0.454818
10,9,1767972531,13,0.463788
1,9,1767972531,7,0.274915
1,9,1767972531,18,0.440611
5,9,1767972531,20,0.456071
10,9,1767972531,5,0.448827
50,9,1767972531,23,0.463504
10,9,1767972531,30,0.587246
10,9,1767972531,8,0.445522
20,9,1767972531,12,0.44835
20,9,1767972531,1,0.576988
5,9,1767972531,32,0.985696
10,9,1767972531,9,0.435021
10,9,1767972531,17,0.4491
5,9,1767972531,9,0.440652
2,9,1767972531,18,0.446178
1,9,1767972531,22,0.209944
5,9,1767972531,16,0.311949
2,9,1767972531,21,0.464916
10,9,1767972531,32,0.490351
20,9,1767972531,7,0.270505
50,9,1767972531,5,0.453655
1,9,1767972531,23,0.459402
2,9,1767972531,25,0.225845
50,9,1767972531,18,0.4523
1,9,1767972531,16,0.309429
50,9,1767972531,21,0.478235
20,9,1767972531,17,0.447476
5,9,1767972531,28,0.453079
50,9,1767972531,11,0.718371
20,9,1767972531,31,0.438916
5,9,1767972531,13,0.471196
5,9,1767972531,15,0.470318
1,9,1767972531,4,0.465989
2,9,1767972531,11,0.450011
50,9,1767972531,6,0.125126
20,9,1767972531,9,0.441386
2,9,1767972531,12,0.44632
5,9,1767972531,14,0.211768
2,9,1767972531,3,0.473539
50,9,1767972531,12,0.442506
5,9,1767972531,8,0.437041
5,9,1767972531,1,0.56772
50,9,1767972531,22,0.215576
1,9,1767972531,20,0.494581
20,9,1767972531,11,0.443149
2,9,1767972531,14,0.459825
1,9,1767972531,26,0.896795
50,9,1767972531,27,0.442048
50,9,1767972531,3,0.449921
10,9,1767972531,14,0.212546
50,9,1767972531,1,0.612648
10,9,1767972531,1,0.573249
5,9,1767972531,29,0.467664
2,9,1767972531,16,0.316206
2,9,1767972531,20,0.437472
5,9,1767972531,4,0.628687
2,9,1767972531,30,0.282917
50,9,1767972531,8,0.444853
1,9,1767972531,3,0.452162
1,9,1767972531,19,0.453604
20,9,1767972531,20,0.460973
1,9,1767972531,32,0.466019
1,9,1767972531,17,0.441919
2,9,1767972531,22,0.414513
20,9,1767972531,30,0.272835
20,9,1767972531,25,0.233778
1,9,1767972531,21,0.464099
10,9,1767972531,28,0.452293
10,9,1767972531,3,0.454381
20,9,1767972531,15,0.434625
50,9,1767972531,17,0.452164
2,9,1767972531,27,0.449565
1,9,1767972531,28,0.444274
10,9,1767972531,11,0.435627
1,9,1767972531,31,0.437862
2,9,1767972531,15,0.436922
5,9,1767972531,10,1.101239
20,9,1767972531,4,0.483563
50,9,1767972531,2,0.520389
5,9,1767972531,22,0.214734
2,9,1767972531,13,0.47898
10,9,1767972531,21,0.517382
1,9,1767972531,9,0.436522
1,9,1767972531,24,0.442621
20,9,1767972531,3,0.850825
50,9,1767972531,15,0.44776
5,9,1767972531,5,0.443646
20,9,1767972531,8,0.430312
5,9,1767972531,31,0.447911
1,9,1767972531,14,0.213965
2,9,1767972531,2,0.489777
50,9,1767972531,28,0.457181
10,9,1767972531,12,0.455266
50,9,1767972531,16,0.651401
10,9,1767972531,19,0.441365
20,9,1767972531,6,0.130994
5,9,1767972531,17,0.456409
50,9,1767972531,30,0.279097
2,9,1767972531,32,0.464033
10,9,1767972531,25,0.230673
50,9,1767972531,10,0.931253
1,9,1767972531,13,0.467069
2,9,1767972531,19,1.846994
20,9,1767972531,28,0.443083
5,9,1767972531,24,0.437561
5,9,1767972531,25,0.22194
10,9,1767972531,7,0.26506
50,9,1767972531,31,0.449501
1,9,1767972531,30,0.277852
50,9,1767972531,7,0.276031
10,9,1767972531,18,0.445547
5,9,1767972531,27,0.45394
2,9,1767972531,10,0.448925
5,9,1767972531,26,0.444108
2,9,1767972531,24,0.45619
10,9,1767972531,6,0.131637
20,9,1767972531,32,0.938389
5,9,1767972531,2,0.48413
20,9,1767972531,29,0.485251
20,9,1767972531,27,0.442188
20,9,1767972531,21,0.466954
10,9,1767972531,15,0.444623
2,9,1767972531,1,0.542271
20,9,1767972531,2,0.482284
20,9,1767972531,26,0.446501
2,9,1767972531,26,0.444009
10,9,1767972531,10,0.461476
20,9,1767972531,5,0.444258
2,9,1767972531,4,0.449945
20,9,1767972531,10,0.454117
5,9,1767972531,12,0.443537
1,9,1767972531,11,0.436652
1,9,1767972531,25,0.232862
1,9,1767972531,5,0.472632
2,9,1767972531,7,0.266454
5,9,1767972531,21,0.451781
50,9,1767972531,13,0.470165
5,9,1767972531,3,0.467481
50,9,1767972531,29,0.464255
20,9,1767972531,13,0.475309
1,9,1767972531,2,0.482414
50,9,1767972531,14,0.212484
2,9,1767972531,17,0.45057
50,9,1767972531,19,0.457148
5,9,1767972531,11,0.445572
2,9,1767972531,29,0.463476
5,9,1767972531,6,0.124528
2,9,1767972531,6,0.124629
1,9,1767972531,12,0.438186
10,9,1767972531,4,0.450715
1,9,1767972531,29,0.460419
5,9,1767972531,23,0.458154
20,9,1767972531,24,0.455635
10,9,1767972531,27,0.442193
20,9,1767972531,18,0.44532
10,9,1767972531,24,0.441048
50,9,1767972531,9,0.45118
20,9,1767972531,22,0.221722
2,9,1767972531,8,0.437908
50,9,1767972531,4,0.458764
1,9,1767972531,27,0.441215
10,9,1767972531,20,0.449883
10,9,1767972531,26,0.446895
2,9,1767972531,5,0.447113
20,9,1767972531,23,0.463916
2,9,1767972531,9,0.509993
2,9,1767972531,31,0.909816
50,9,1767972531,25,0.236629
20,9,1767972531,19,0.44926
5,9,1767972531,7,0.520337
50,9,1767972531,26,0.464848
1,9,1767972531,8,0.43038
10,9,1767972531,2,0.498218
5,9,1767972531,30,0.27881
10,9,1767972531,16,0.304714
1,9,1767972531,6,0.121989
50,9,1767972531,32,0.473415
10,9,1767972531,22,0.224136
20,9,1767972531,16,0.308432
2,9,1767972531,28,0.442196
10,9,1767972531,29,0.467805
50,9,1767972531,20,0.45204
50,9,1767972531,24,0.443368
1,9,1767972531,15,0.444857
20,9,1767972531,14,0.208392
2,9,1767972531,23,0.464022
1,9,1767972531,1,0.536985
10,9,1767972531,31,0.443271
5,9,1767972531,19,0.442703
1,9,1767972531,10,0.447601
10,9,1767972531,23,0.447635
10,9,1767972531,13,0.539007
1,9,1767972531,7,0.270133
1,9,1767972531,18,0.439852
5,9,1767972531,20,0.444382
10,9,1767972531,5,0.450049
50,9,1767972531,23,0.459388
10,9,1767972531,30,0.277745
10,9,1767972531,8,0.442352
20,9,1767972531,12,0.438403
20,9,1767972531,1,0.569774
5,9,1767972531,32,0.462354
10,9,1767972531,9,0.438939
10,9,1767972531,17,0.446806
5,9,1767972531,18,0.444163
2,9,1767972531,18,0.441719
1,9,1767972531,22,0.264591
5,9,1767972531,16,0.308659
2,9,1767972531,21,0.487091
10,9,1767972531,32,0.466755
20,9,1767972531,7,0.263568
50,9,1767972531,5,0.448288
1,9,1767972531,23,0.4618
2,9,1767972531,25,0.234166
50,9,1767972531,18,0.480152
1,9,1767972531,16,0.315818
50,9,1767972531,21,0.468207
20,9,1767972531,17,0.457756
5,9,1767972531,28,0.445954
50,9,1767972531,11,0.441022
20,9,1767972531,31,1.957137
5,9,1767972531,13,0.47859
5,9,1767972531,15,0.441023
1,9,1767972531,4,0.449894
2,9,1767972531,11,0.447261
50,9,1767972531,6,0.123068
20,9,1767972531,9,0.449306
2,9,1767972531,12,0.434865
5,9,1767972531,14,0.436768
2,9,1767972531,3,0.456689
50,9,1767972531,12,0.438963
5,9,1767972531,8,0.448947
5,9,1767972531,1,0.556125
50,9,1767972531,22,0.220397
1,9,1767972531,20,0.492023
20,9,1767972531,11,0.481152
2,9,1767972531,14,0.209464
1,9,1767972531,26,0.441611
50,9,1767972531,27,0.45907
50,9,1767972531,3,0.453353
10,9,1767972531,14,0.20903
50,9,1767972531,1,0.633227
10,9,1767972531,1,0.557742
5,9,1767972531,29,0.458465
2,9,1767972531,16,0.313589
2,9,1767972531,20,0.595256
5,9,1767972531,4,0.449045
2,9,1767972531,30,0.286531
50,9,1767972531,8,0.431577
1,9,1767972531,3,0.451148
1,9,1767972531,19,0.445279
20,9,1767972531,20,0.449116
1,9,1767972531,32,0.453366
1,9,1767972531,17,0.453916
2,9,1767972531,22,0.20864
20,9,1767972531,30,0.277841
20,9,1767972531,25,0.48764
1,9,1767972531,21,0.465302
10,9,1767972531,28,0.435898
10,9,1767972531,3,0.452729
20,9,1767972531,15,0.507487
50,9,1767972531,17,0.448108
2,9,1767972531,27,0.446727
1,9,1767972531,28,0.486585
10,9,1767972531,11,0.443099
1,9,1767972531,31,0.440188
2,9,1767972531,15,0.430924
5,9,1767972531,10,0.443562
20,9,1767972531,4,0.98391
50,9,1767972531,2,0.513097
5,9,1767972531,22,0.211132
2,9,1767972531,13,0.907034
10,9,1767972531,21,0.45869
1,9,1767972531,9,0.43168
1,9,1767972531,24,0.442301
20,9,1767972531,3,0.47464
50,9,1767972531,15,0.437744
5,9,1767972531,5,0.444095
20,9,1767972531,8,0.43806
5,9,1767972531,31,0.451472
1,9,1767972531,14,0.205369
2,9,1767972531,2,0.485973
50,9,1767972531,28,0.448282
10,9,1767972531,12,0.435619
50,9,1767972531,16,0.316729
10,9,1767972531,19,0.451133
20,9,1767972531,6,0.125593
5,9,1767972531,17,0.449455
50,9,1767972531,30,0.287849
2,9,1767972531,32,0.456479
10,9,1767972531,25,0.222939
50,9,1767972531,10,0.441319
1,9,1767972531,13,0.463794
2,9,1767972531,19,0.447077
20,9,1767972531,28,0.453547
5,9,1767972531,24,0.44839
5,9,1767972531,25,0.230594
10,9,1767972531,7,0.264074
50,9,1767972531,31,1.710012
1,9,1767972531,30,0.283653
50,9,1767972531,7,0.270764
10,9,1767972531,18,0.457167
5,9,1767972531,27,0.442227
2,9,1767972531,10,0.453798
5,9,1767972531,26,0.453029
2,9,1767972531,24,0.450314
10,9,1767972531,6,0.12614
20,9,1767972531,32,0.463889
5,9,1767972531,2,0.487225
20,9,1767972531,29,0.479207
20,9,1767972531,27,0.920686
20,9,1767972531,21,0.467441
10,9,1767972531,15,0.445336
2,9,1767972531,1,0.547856
20,9,1767972531,2,0.481079
20,9,1767972531,26,0.45016
2,9,1767972531,26,0.434456
10,9,1767972531,10,0.435987
20,9,1767972531,5,0.441434
2,9,1767972531,4,0.457646
20,9,1767972531,10,0.450297
5,9,1767972531,12,0.436296
1,9,1767972531,11,0.488894
1,9,1767972531,25,0.224928
1,9,1767972531,5,0.438138
2,9,1767972531,7,0.276475
5,9,1767972531,21,0.459236
50,9,1767972531,13,0.470313
5,9,1767972531,3,0.470397
50,9,1767972531,29,0.470554
20,9,1767972531,13,0.475175
1,9,1767972531,2,0.489304
50,9,1767972531,14,0.207572
2,9,1767972531,17,0.460171
50,9,1767972531,19,0.834148
5,9,1767972531,11,0.443308
2,9,1767972531,29,0.466826
5,9,1767972531,6,0.250984
2,9,1767972531,6,0.128859
1,9,1767972531,12,0.483816
10,9,1767972531,4,0.454526
1,9,1767972531,29,0.47166
5,9,1767972531,23,0.446958
20,9,1767972531,24,0.749303
10,9,1767972531,27,0.439681
20,9,1767972531,18,0.472756
10,9,1767972531,24,0.451093
50,9,1767972531,9,0.442035
20,9,1767972531,22,0.210936
2,9,1767972531,8,0.440935
50,9,1767972531,4,0.446845
1,9,1767972531,27,0.937116
10,9,1767972531,20,0.440444
10,9,1767972531,26,0.446278
2,9,1767972531,5,0.446751
20,9,1767972531,23,0.450677
2,9,1767972531,9,0.508331
2,9,1767972531,31,0.442642
50,9,1767972531,25,0.2239
20,9,1767972531,19,0.445061
5,9,1767972531,7,0.277222
50,9,1767972531,26,0.475524
1,9,1767972531,8,0.429912
10,9,1767972531,2,0.487454
5,9,1767972531,30,0.300423
10,9,1767972531,16,0.316794
1,9,1767972531,6,0.156821
50,9,1767972531,32,0.459498
10,9,1767972531,22,0.21263
20,9,1767972531,16,0.833563
2,9,1767972531,28,0.963696
10,9,1767972531,29,0.606886
50,9,1767972531,20,0.454683
50,9,1767972531,24,0.456131
1,9,1767972531,15,0.432333
20,9,1767972531,14,0.427978
2,9,1767972531,23,0.468039
1,9,1767972531,1,0.540252
10,9,1767972531,31,0.448433
5,9,1767972531,19,0.444441
1,9,1767972531,10,0.443288
10,9,1767972531,23,0.452939
10,9,1767972531,13,0.535646
1,9,1767972531,7,0.264363
1,9,1767972531,18,0.434179
5,9,1767972531,20,0.435538
10,9,1767972531,5,0.451452
50,9,1767972531,23,0.466937
10,9,1767972531,30,0.280359
10,9,1767972531,8,0.425899
20,9,1767972531,12,0.440124
20,9,1767972531,1,0.578506
5,9,1767972531,32,1.015299
10,9,1767972531,9,0.442561
10,9,1767972531,17,0.449736
5,9,1767972531,18,0.441158
5,9,1767972531,9,0.447027
1,9,1767972531,22,0.210639
5,9,1767972531,16,0.300431
2,9,1767972531,21,0.939413
10,9,1767972531,32,0.456712
20,9,1767972531,7,0.268678
50,9,1767972531,5,0.44389
1,9,1767972531,23,0.45457
2,9,1767972531,25,0.23266
50,9,1767972531,18,0.446714
1,9,1767972531,16,0.302359
50,9,1767972531,21,0.455187
20,9,1767972531,17,0.444546
5,9,1767972531,28,0.446705
50,9,1767972531,11,0.447001
20,9,1767972531,31,0.548826
5,9,1767972531,13,0.467054
5,9,1767972531,15,0.432809
1,9,1767972531,4,0.443455
2,9,1767972531,11,0.457405
50,9,1767972531,6,0.124684
20,9,1767972531,9,0.495392
2,9,1767972531,12,0.437441
5,9,1767972531,14,0.205962
2,9,1767972531,3,0.461495
50,9,1767972531,12,0.44285
5,9,1767972531,8,0.463395
5,9,1767972531,1,0.572084
50,9,1767972531,22,0.219933
1,9,1767972531,20,0.493366
20,9,1767972531,11,0.44964
2,9,1767972531,14,0.209743
1,9,1767972531,26,0.445464
50,9,1767972531,27,0.459183
50,9,1767972531,3,0.454244
10,9,1767972531,14,0.280398
50,9,1767972531,1,0.584379
10,9,1767972531,1,0.580204
5,9,1767972531,29,0.467257
2,9,1767972531,16,0.311474
2,9,1767972531,20,0.45101
5,9,1767972531,4,0.499838
2,9,1767972531,30,0.676691
50,9,1767972531,8,0.444304
1,9,1767972531,3,0.45467
1,9,1767972531,19,0.478405
20,9,1767972531,20,0.449052
1,9,1767972531,32,0.455114
1,9,1767972531,17,0.441299
2,9,1767972531,22,0.209585
20,9,1767972531,30,0.286784
20,9,1767972531,25,0.225728
1,9,1767972531,21,0.468488
10,9,1767972531,28,0.457542
10,9,1767972531,3,0.489212
20,9,1767972531,15,0.441937
50,9,1767972531,17,0.459911
2,9,1767972531,27,0.455719
1,9,1767972531,28,0.449768
10,9,1767972531,11,0.447133
1,9,1767972531,31,0.557161
2,9,1767972531,15,0.441611
5,9,1767972531,10,0.454302
20,9,1767972531,4,0.452465
50,9,1767972531,2,0.489189
5,9,1767972531,22,0.207913
2,9,1767972531,13,0.463093
10,9,1767972531,21,0.477338
1,9,1767972531,9,0.445017
1,9,1767972531,24,0.443335
20,9,1767972531,3,0.471817
50,9,1767972531,15,0.446639
5,9,1767972531,5,0.44826
20,9,1767972531,8,0.431212
5,9,1767972531,31,0.453559
1,9,1767972531,14,0.209371
2,9,1767972531,2,0.934933
50,9,1767972531,28,0.453858
10,9,1767972531,12,0.444891
50,9,1767972531,16,0.307654
10,9,1767972531,19,0.444365
20,9,1767972531,6,0.122394
5,9,1767972531,17,0.447672
50,9,1767972531,30,0.28376
2,9,1767972531,32,0.468968
10,9,1767972531,25,0.227215
50,9,1767972531,10,0.45572
1,9,1767972531,13,0.466381
2,9,1767972531,19,0.470992
20,9,1767972531,28,0.452089
5,9,1767972531,24,0.448328
5,9,1767972531,25,0.22551
10,9,1767972531,7,0.279807
50,9,1767972531,31,0.455914
1,9,1767972531,30,0.285541
50,9,1767972531,7,0.269536
10,9,1767972531,18,0.487672
5,9,1767972531,27,0.438341
2,9,1767972531,10,0.451203
5,9,1767972531,26,0.443253
2,9,1767972531,24,0.445265
10,9,1767972531,6,0.125996
20,9,1767972531,32,0.971812
5,9,1767972531,2,0.471731
20,9,1767972531,29,0.4623
20,9,1767972531,27,0.454257
20,9,1767972531,21,0.465903
10,9,1767972531,15,0.436173
2,9,1767972531,1,0.560447
20,9,1767972531,2,0.474508
20,9,1767972531,26,0.450579
2,9,1767972531,26,0.445912
10,9,1767972531,10,0.438288
20,9,1767972531,5,0.453901
2,9,1767972531,4,0.452251
20,9,1767972531,10,0.449144
5,9,1767972531,12,0.440313
1,9,1767972531,11,0.446178
1,9,1767972531,25,0.228739
1,9,1767972531,5,0.437257
2,9,1767972531,7,0.265752
5,9,1767972531,21,0.465101
50,9,1767972531,13,0.463924
5,9,1767972531,3,0.478038
50,9,1767972531,29,0.477539
20,9,1767972531,13,0.461635
1,9,1767972531,2,0.483291
50,9,1767972531,14,0.209908
2,9,1767972531,17,0.445203
50,9,1767972531,19,0.454147
5,9,1767972531,11,0.439741
2,9,1767972531,29,0.463862
5,9,1767972531,6,0.124368
2,9,1767972531,6,0.122829
1,9,1767972531,12,0.50511
10,9,1767972531,4,0.45701
1,9,1767972531,29,0.495032
5,9,1767972531,23,0.449842
20,9,1767972531,24,0.450757
10,9,1767972531,27,0.447081
20,9,1767972531,18,0.454807
10,9,1767972531,24,0.442311
50,9,1767972531,9,0.456837
20,9,1767972531,22,0.221633
2,9,1767972531,8,0.436755
50,9,1767972531,4,0.462055
1,9,1767972531,27,0.444787
10,9,1767972531,20,0.443073
10,9,1767972531,26,0.445929
2,9,1767972531,5,0.448194
20,9,1767972531,23,0.456425
2,9,1767972531,9,0.520006
2,9,1767972531,31,0.449426
50,9,1767972531,25,0.228227
20,9,1767972531,19,0.454318
5,9,1767972531,7,0.546661
50,9,1767972531,26,0.452429
1,9,1767972531,8,0.428296
10,9,1767972531,2,0.47327
5,9,1767972531,30,0.280593
10,9,1767972531,16,0.333615
1,9,1767972531,6,0.121688
50,9,1767972531,32,0.455831
10,9,1767972531,22,0.250956
20,9,1767972531,16,0.309247
2,9,1767972531,28,0.446249
10,9,1767972531,29,0.468902
50,9,1767972531,20,0.443224
50,9,1767972531,24,0.453136
1,9,1767972531,15,0.437018
20,9,1767972531,14,0.216699
2,9,1767972531,23,0.466888
1,9,1767972531,1,0.551688
10,9,1767972531,31,0.457339
5,9,1767972531,19,0.446779
1,9,1767972531,10,0.484648
10,9,1767972531,23,0.522214
10,9,1767972531,13,0.466104
1,9,1767972531,7,0.266646
1,9,1767972531,18,0.444297
5,9,1767972531,20,0.443684
10,9,1767972531,5,0.451222
50,9,1767972531,23,0.456887
10,9,1767972531,30,0.282479
10,9,1767972531,8,0.470281
20,9,1767972531,12,0.477366
20,9,1767972531,1,0.652266
5,9,1767972531,32,0.460362
10,9,1767972531,9,0.458634
10,9,1767972531,17,0.458553
5,9,1767972531,18,0.45564
5,9,1767972531,9,0.474225
2,9,1767972531,18,0.44167
5,9,1767972531,16,0.305398
2,9,1767972531,21,0.461535
10,9,1767972531,32,0.464543
20,9,1767972531,7,0.266938
50,9,1767972531,5,0.456418
1,9,1767972531,23,0.463235
2,9,1767972531,25,0.226448
50,9,1767972531,18,0.457263
1,9,1767972531,16,0.315191
50,9,1767972531,21,0.467059
20,9,1767972531,17,0.459661
5,9,1767972531,28,0.456457
50,9,1767972531,11,0.447958
20,9,1767972531,31,0.458671
5,9,1767972531,13,0.528925
5,9,1767972531,15,0.491628
1,9,1767972531,4,0.456802
2,9,1767972531,11,0.443346
50,9,1767972531,6,0.123633
20,9,1767972531,9,0.445278
2,9,1767972531,12,0.451325
5,9,1767972531,14,0.350816
2,9,1767972531,3,0.511086
50,9,1767972531,12,0.449998
5,9,1767972531,8,0.456502
5,9,1767972531,1,0.575105
50,9,1767972531,22,0.220289
1,9,1767972531,20,0.500719
20,9,1767972531,11,0.44656
2,9,1767972531,14,0.234417
1,9,1767972531,26,0.446828
50,9,1767972531,27,0.451642
50,9,1767972531,3,0.459857
10,9,1767972531,14,0.210356
50,9,1767972531,1,0.649008
10,9,1767972531,1,0.56479
5,9,1767972531,29,0.459482
2,9,1767972531,16,0.309731
2,9,1767972531,20,0.449054
5,9,1767972531,4,0.458732
2,9,1767972531,30,0.288481
50,9,1767972531,8,0.439277
1,9,1767972531,3,1.301656
1,9,1767972531,19,0.4438
20,9,1767972531,20,0.45381
1,9,1767972531,32,0.455833
1,9,1767972531,17,0.790594
2,9,1767972531,22,0.210983
20,9,1767972531,30,0.278146
20,9,1767972531,25,0.227256
1,9,1767972531,21,0.466364
10,9,1767972531,28,0.761621
10,9,1767972531,3,0.457508
20,9,1767972531,15,0.447055
50,9,1767972531,17,0.861881
2,9,1767972531,27,0.449972
1,9,1767972531,28,0.477765
10,9,1767972531,11,0.438253
1,9,1767972531,31,0.437251
2,9,1767972531,15,0.432625
5,9,1767972531,10,0.444838
20,9,1767972531,4,0.450858
50,9,1767972531,2,0.508434
5,9,1767972531,22,0.211098
2,9,1767972531,13,0.466347
10,9,1767972531,21,0.463269
1,9,1767972531,9,0.43813
